,ClocsCNN_0,ClocsCNN_1,ClocsCNN_2,val_auroc,test_auroc,test_tpr
330,0.03,0.3,0.67,0.9514764547348022,0.9538986086845398,0.8481521288435938
331,0.03,0.31,0.66,0.9515054225921631,0.9539404511451721,0.8484288579000842
332,0.03,0.32,0.65,0.9515305161476135,0.9539791345596313,0.8486967970960726
333,0.03,0.33,0.64,0.9515550136566162,0.9540156126022339,0.849039684318911
334,0.03,0.34,0.63,0.9515789747238159,0.9540507793426514,0.8488507712041746
335,0.03,0.35,0.62,0.9516006112098694,0.9540838599205017,0.8491074351308295
336,0.03,0.36,0.61,0.9516199827194214,0.9541155099868774,0.8492669256341429
337,0.03,0.37,0.6,0.9516370296478271,0.9541447162628174,0.8491950912569378
338,0.03,0.38,0.59,0.9516525268554688,0.954172670841217,0.8491607033387361
339,0.03,0.39,0.58,0.9516665935516357,0.9541984796524048,0.8494840820310561
340,0.03,0.4,0.57,0.9516791701316833,0.954222559928894,0.8498581498374179
341,0.03,0.41,0.56,0.9516867399215698,0.9542452692985535,0.8498087360994636
342,0.03,0.42,0.55,0.9516945481300354,0.9542660117149353,0.8502692728299956
343,0.03,0.43,0.54,0.95169997215271,0.9542847275733948,0.8505859502869736
344,0.03,0.44,0.53,0.951705813407898,0.9543017148971558,0.8505744931584576
345,0.03,0.45,0.52,0.9517093896865845,0.9543172121047974,0.8503391508432645
346,0.03,0.46,0.51,0.95171058177948,0.9543313980102539,0.8504966434390523
347,0.03,0.47,0.5,0.9517114162445068,0.9543430805206299,0.8505103877965213
348,0.03,0.48,0.49,0.9517092704772949,0.9543524980545044,0.8506503284376843
349,0.03,0.49,0.48,0.9517062306404114,0.9543600082397461,0.8507921786002663
350,0.03,0.5,0.47,0.95169997215271,0.954365611076355,0.8505199354036184
351,0.03,0.51,0.46,0.9516926407814026,0.954368531703949,0.8505930923930619
352,0.03,0.52,0.45,0.9516847133636475,0.9543696045875549,0.8505742451686629
353,0.03,0.53,0.44,0.9516756534576416,0.9543685913085938,0.8506399624642647
354,0.03,0.54,0.43,0.9516658782958984,0.9543650150299072,0.8506699692294264
355,0.03,0.55,0.42,0.9516557455062866,0.9543591737747192,0.8503558724408518
356,0.03,0.56,0.41,0.9516458511352539,0.954351544380188,0.8504108198939397
357,0.03,0.57,0.4,0.9516373872756958,0.9543410539627075,0.8501962260582386
358,0.03,0.58,0.39,0.9516249299049377,0.9543286561965942,0.8499007048861926
359,0.03,0.59,0.38,0.9516127109527588,0.9543144106864929,0.8496419452489549
360,0.03,0.6,0.37,0.9515993595123291,0.9542973041534424,0.8495406237042534
361,0.03,0.61,0.36,0.9515867829322815,0.9542772769927979,0.8491385750185917
362,0.03,0.62,0.35,0.9515740871429443,0.9542558193206787,0.8488398596532067
363,0.03,0.63,0.34,0.951560378074646,0.9542312026023865,0.8485269406193398
364,0.03,0.64,0.33,0.9515475034713745,0.9542051553726196,0.8478755210265587
365,0.03,0.65,0.32,0.951533317565918,0.9541762471199036,0.8470978002313249
366,0.03,0.66,0.31,0.9515184164047241,0.9541450142860413,0.8465639526002227
367,0.03,0.67,0.3,0.9515023231506348,0.9541115164756775,0.8461294000829278
368,0.03,0.68,0.29,0.9514827728271484,0.9540747404098511,0.8459048949217642
369,0.03,0.69,0.28,0.9514620304107666,0.9540361762046814,0.8455015312543193
370,0.03,0.7,0.27,0.9514398574829102,0.9539945125579834,0.8449544988324641
371,0.03,0.71,0.26,0.9514166712760925,0.9539505243301392,0.8440907999753994
372,0.03,0.72,0.25,0.9513925313949585,0.9539040923118591,0.843515265259804
373,0.03,0.73,0.24,0.9513676166534424,0.9538556933403015,0.842780421900078
374,0.03,0.74,0.23,0.9513400793075562,0.9538043141365051,0.842384205062336
375,0.03,0.75,0.22,0.951310396194458,0.9537507891654968,0.8415900708854032
376,0.03,0.76,0.21,0.9512789845466614,0.9536944627761841,0.8402730797488889
377,0.03,0.77,0.2,0.9512456059455872,0.9536352157592773,0.8395902811807487
378,0.03,0.78,0.19,0.9512105584144592,0.9535732269287109,0.8382721091404505
379,0.03,0.79,0.18,0.951177716255188,0.9535090923309326,0.8368554497245327
380,0.03,0.8,0.17,0.951143205165863,0.9534423351287842,0.8354210767518495
381,0.03,0.81,0.16,0.9511063098907471,0.9533721208572388,0.8335770246382821
382,0.03,0.82,0.15,0.951068639755249,0.9532992839813232,0.8322444514763329
383,0.03,0.83,0.14,0.9510300159454346,0.9532243609428406,0.830655456866639
384,0.03,0.84,0.13,0.9509900212287903,0.9531461596488953,0.8288701783344211
385,0.03,0.85,0.12,0.950951337814331,0.9530659317970276,0.8269082484050948
386,0.03,0.86,0.11,0.9509086608886719,0.9529825448989868,0.8251492154594854
387,0.03,0.87,0.1,0.9508671164512634,0.9528969526290894,0.823710800253148
388,0.03,0.88,0.09,0.9508213996887207,0.9528087973594666,0.8217925495929992
389,0.03,0.89,0.08,0.9507734775543213,0.9527181386947632,0.8200080913347176
390,0.03,0.9,0.07,0.950724720954895,0.9526247978210449,0.8182953975078018
391,0.03,0.91,0.06,0.9506739974021912,0.9525285959243774,0.8164528730113699
392,0.03,0.92,0.05,0.9506196975708008,0.9524296522140503,0.8149878336206708
393,0.03,0.93,0.04,0.9505671262741089,0.9523277282714844,0.813707090325819
394,0.03,0.94,0.03,0.9505114555358887,0.9522242546081543,0.8125641053619361
395,0.03,0.95,0.02,0.9504565596580505,0.9521178603172302,0.8112986134394599
396,0.03,0.96,0.01,0.950401246547699,0.9520090818405151,0.8102076000511282
